row_id,fertility_rate,life_expectancy,population_growth,avg_value_of_food_production,gross_domestic_product_per_capita_ppp,net_oda_received_percent_gni,per_capita_food_production_variability,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,access_to_electricity,political_stability,prevalence_of_undernourishment
0.0,5.928981318478956,60.4522265580746,2.8649311465378458,60.89133599569553,3969.519105997136,2.233562403439045,1.9680900150545328,80.95908701022111,11.024062290906882,64.12957109182621,43.28650230495247,57.932800895580904,59.061443222089956,8.293939667925411,28.933529456005164,52.433239249991075,-1.393800540556856,31.260712788709263
1.0,3.0006291292272227,64.6554185031485,1.2998841236724892,266.06599864950715,4527.2580445661215,4.351314731678819,4.925827280813267,96.39250668108623,14.046163643057447,68.28570743405264,63.51321964946754,71.12073748407363,36.90108386789634,2.4833034310700093,29.66578856889503,77.71557378319666,0.030556260165795664,18.29823273511343
2.0,2.3018601505088667,74.3478058972415,2.1500289000876918,111.63356017007747,18513.52451267202,1.282396762464982,2.17987163561052,97.2579849345637,47.203308260139345,28.11074968751873,85.82071229373945,97.58732414902944,27.242817604615503,18.726448190550087,1.3316208036031438,91.15098076309948,0.6515862011217262,39.513397132735975
3.0,2.199311032322408,74.69840464965006,1.1857086422995342,334.2529602057892,10710.266707275832,1.6282413562815516,15.789067019149105,99.83705744932676,42.14386339714157,34.455998248278725,92.27431462913827,95.61151491494364,29.07691853051447,23.21854769798239,1.5491911718625877,99.03040254376131,-0.9287876706095776,4.444015536246742
4.0,2.2435125040842,72.67021432965703,0.17357142783044746,365.21414249910134,10416.098948407769,4.900720760098316,23.771783066552164,88.08236743544727,51.586009944833776,34.32663506272193,82.57622839689371,91.18916233944942,25.00884628289115,20.010812216577104,7.564733497745669,91.93036651780052,0.9560273658997868,4.940300532699143
5.0,3.9184150100936566,65.21897867118554,3.203028951277656,140.23893986731747,16718.781819891643,0.6582882261982458,3.880810944717195,97.74874282169375,55.37472559587241,37.91886853008337,41.45980749191296,92.64385363960092,59.64087595953607,13.44081362135737,2.9681391554358503,89.72841744755004,0.17185534562079574,7.044937739369947
6.0,3.4387552271893225,67.36704631389196,2.1281195350393234,114.39114891544556,1852.6735084282307,6.488161626242192,5.947639532730515,94.19266001243194,9.884698344820967,64.479927664776,93.7045424514895,66.04068129714793,33.463864746552034,7.745656959394459,0.7212606326878915,100.71125513702476,-0.7441498655490806,39.24091043364494
7.0,1.2366235756997777,70.49652596139856,-0.4983419573504462,367.4382517002946,8928.269190399053,2.325808262288735,26.289885976524452,96.00550945290077,40.76364789210632,42.61364054494144,86.39434725676226,100.35319326846826,24.349046874835032,17.927028536361593,0.0,99.6712568379595,0.3490503415724358,4.724493442946803
8.0,4.250669227164532,61.76176216123148,2.561977323293671,268.68267149048154,3080.4589993848076,5.392429207653777,9.411110761592571,80.3131691637559,14.730994414268784,63.12309331938813,13.750937066586339,84.18168166754799,50.35032485819534,8.6281010188759,19.41416090153639,65.72473414257342,0.019875232630891783,5.436701428060029
9.0,4.444528920899289,72.92440956802078,0.7038699266122592,270.2434678185151,5507.9050542304085,14.207248329071081,8.14620430164255,99.72336883338308,48.46535027921238,28.456873241906948,93.28467909101074,97.40750718574712,23.031459615030503,41.226103750523706,0.07933751044285381,96.1587503539323,0.9803872040666078,3.497731052627632
