row_id,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability,prevalence_of_undernourishment,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015
0.0,235077.65812821762,38.55852049467958,935.7543654054944,5397.7375442359225,537408.3125130708,5.928981318478956,60.4522265580746,13540870.672374753,18899505.082895294,5086452.514794936,2.8649311465378458,60.89133599569553,78.45275424426109,22.080539155747914,3969.519105997136,38.35180369880394,2.233562403439045,11.658978590195064,21.61719852911107,15.17184871168373,1.9680900150545328,15.693491622674266,67.71359194718023,11.024062290906882,64.12957109182621,43.28650230495247,57.932800895580904,59.061443222089956,8.293939667925411,28.933529456005164,0.009975075212067029,52.433239249991075,15485.148165150404,14.788019592540204,4350520.541199505,7.021072230652534,0.6981534888596405,-1.393800540556856,31.260712788709263,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,23000.640737819318,21.282630918547802,4031.4521614537957,178336.52991248918,232013.63167600657,3.0006291292272227,64.6554185031485,4070196.5603849036,6447522.544995965,2267000.341638,1.2998841236724892,266.06599864950715,-5.250877565232703,8.897987592369185,4527.2580445661215,60.28189928779464,4.351314731678819,63.83327519273792,13.494452437368405,8.929963050119516,4.925827280813267,26.481297310780654,96.39250668108623,14.046163643057447,68.28570743405264,63.51321964946754,71.12073748407363,36.90108386789634,2.4833034310700093,29.66578856889503,0.02984032042036352,77.71557378319666,1696.4581840116361,0.6870183314940544,3262614.200631616,0.19883148673195172,25.10182572682844,0.030556260165795664,18.29823273511343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2.0,90.954867308966,4.317079666910816,1581.9352780598026,101.78056637276876,445.0371368607274,2.3018601505088667,74.3478058972415,56894.3532264012,83777.29085461116,26767.56458202605,2.1500289000876918,111.63356017007747,88.04959609514806,58.90612874344558,18513.52451267202,59.98517408025756,1.282396762464982,119.61058937636423,12.521850250042947,69.94727080519228,2.17987163561052,15.705756653196321,83.93407426017099,47.203308260139345,28.11074968751873,85.82071229373945,97.58732414902944,27.242817604615503,18.726448190550087,1.3316208036031438,0.2159467334215271,91.15098076309948,338.795190588203,19.422761147537937,51263.4392970461,0.8582066870409679,5.395412855009873,0.6515862011217262,39.513397132735975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,100843.66121200589,16.636617995996076,1127.62636402813,10348.866929392228,154616.14818819732,2.199311032322408,74.69840464965006,3743950.43868714,11201673.381032318,7282983.05462433,1.1857086422995342,334.2529602057892,59.94289683281292,10.856610415742088,10710.266707275832,57.60844878925909,1.6282413562815516,64.96652465753128,20.72580292373308,17.270455861481643,15.789067019149105,16.191112330191007,99.83705744932676,25.868796484382433,51.27903031558538,92.27431462913827,95.61151491494364,29.07691853051447,23.21854769798239,1.5491911718625877,0.010186128086097037,99.03040254376131,27377.80260036527,15.948356165896142,3979141.3836252913,1.6263048610041275,26.73595118656511,-0.9287876706095776,4.444015536246742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,224.2893569769973,3.294845255570407,1418.987211830533,460.1134238720101,740.2956585946409,1.8971124996079018,75.22830761223517,22894.37820536084,70708.04037316435,47348.29873528644,0.17357142783044746,365.21414249910134,101.25683506821863,76.15410290878411,10416.098948407769,62.70997301178443,4.900720760098316,296.2482561530296,24.358865048339812,40.227418952183704,23.771783066552164,55.06703510417353,88.08236743544727,51.586009944833776,34.32663506272193,80.63111227927726,94.14174436198994,25.00884628289115,20.010812216577104,7.564733497745669,0.2170804649633342,91.93036651780052,134.25808334935658,19.006343051125608,52070.86731145516,0.8583878058438978,19.136812922818226,0.9560273658997868,4.940300532699143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,51966.19326353412,1.2119624666816506,1582.7680053852087,230945.21802033053,256353.8649543839,3.9184150100936566,65.21897867118554,249411.49674936113,1847782.3790977218,1607201.7313452538,3.203028951277656,139.01508658032978,87.24672555209109,4.912888566682341,16718.781819891643,29.361234217111768,0.6582882261982458,59.660993532663184,8.279221664352683,15.48381270245718,3.880810944717195,42.066691867398795,75.60526606867002,40.73623420179915,50.75596344086884,41.45980749191296,92.64385363960092,59.64087595953607,13.44081362135737,2.9681391554358503,0.16705151439138408,89.72841744755004,5184.563498868429,19.81782841625124,614744.5194999765,1.1349035351431318,15.250474994998234,0.17185534562079574,7.044937739369947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,47126.695392651134,98.27035404880499,2448.112056041439,4142.631737375366,142737.42775140173,3.4387552271893225,67.36704631389196,5178248.380168327,7158708.04742207,1893276.675621608,2.1281195350393234,114.39114891544556,51.1342084758575,21.824390462022887,1852.6735084282307,69.08880429915494,6.488161626242192,32.522264782487575,14.213771662152782,20.041377274243914,5.947639532730515,30.95768094384552,94.19266001243194,9.884698344820967,64.479927664776,93.7045424514895,66.04068129714793,33.463864746552034,7.745656959394459,0.7212606326878915,0.03934032495444121,100.71125513702476,3197.955249287154,11.388321947581858,2693342.6562535837,1.2621744541127462,17.434310337060882,-0.7441498655490806,39.24091043364494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,55456.49513810402,18.014854007984393,2431.912942098525,34131.5328816097,110392.36533270717,1.2366235756997777,70.49652596139856,2584442.6250748485,8077407.407962055,5588845.389754883,-0.4983419573504462,367.4382517002946,-17.255427697344793,5.98578041359983,8928.269190399053,42.33087243084681,0.38613496659763547,9.989423354080575,17.460830409536534,29.69370540692927,26.289885976524452,103.46430701467092,96.00550945290077,40.76364789210632,42.61364054494144,86.39434725676226,100.35319326846826,24.349046874835032,17.927028536361593,0.0,0.13621011468466293,99.6712568379595,43300.308222361935,16.298281244489196,3415826.921013921,2.622547460846482,10.829969962382512,0.3490503415724358,4.724493442946803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,156937.91096280413,0.7123542057826681,1789.017840488295,93036.30748180716,224242.6354129764,4.250669227164532,61.76176216123148,12041221.751334773,24918630.95931928,12575699.271892373,2.561977323293671,268.68267149048154,26.022977071128985,17.305615474419337,3080.4589993848076,45.19581860617855,5.392429207653777,68.33688317720487,13.502508379508765,13.677231586663265,9.411110761592571,58.93935201333861,81.15262061803628,14.730994414268784,63.12309331938813,13.750937066586339,84.18168166754799,50.35032485819534,8.6281010188759,19.41416090153639,0.09038853546818199,65.72473414257342,10046.847651708887,5.327146002517583,11501322.08959652,0.3735542018191539,8.2599585292263,0.019875232630891783,5.436701428060029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9.0,343.5403239209176,52.20870776877629,1287.571607504209,1719.2163881356962,2774.1522022862237,4.444528920899289,72.92440956802078,145055.94779680044,186003.95428337235,36932.46259457064,0.7038699266122592,270.2434678185151,84.71213987546243,121.88955268677135,5507.9050542304085,50.9067557735532,14.207248329071081,407.1302326515715,20.7362495905751,43.93093279951196,8.14620430164255,45.500109119786366,99.72336883338308,48.46535027921238,28.456873241906948,93.28467909101074,97.40750718574712,23.031459615030503,41.226103750523706,0.07933751044285381,0.24334002411130207,96.1587503539323,189.00669937868636,3.9038217357214537,37747.851375109225,0.8572584778740219,8.326756647748661,0.9803872040666078,3.497731052627632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
